features_string,Churn_index,prediction
"[32.0,74.4000015258789,2380.800048828125,1.0,0.0,0.0,0.0]",1,0
"[28.0,110.8499984741211,3103.800048828125,1.0,1.0,0.0,0.0]",0,1
"[54.0,97.19999694824219,5248.7998046875,1.0,0.0,0.0,0.0]",0,0
"[41.0,19.75,809.75,0.0,1.0,0.0,0.0]",0,0
"[5.0,84.8499984741211,424.25,1.0,0.0,0.0,0.0]",1,1
"[41.0,70.19999694824219,2878.199951171875,0.0,0.0,1.0,0.0]",0,0
"[65.0,111.05000305175781,7218.25,1.0,0.0,0.0,0.0]",0,0
"[22.0,20.25,445.5,0.0,1.0,1.0,0.0]",0,0
"[72.0,68.1500015258789,4906.7998046875,0.0,1.0,0.0,0.0]",0,0
"[32.0,98.8499984741211,3163.199951171875,1.0,1.0,1.0,0.0]",0,0
"[68.0,54.45000076293945,3702.60009765625,1.0,0.0,0.0,0.0]",0,0
"[26.0,20.049999237060547,521.2999877929688,0.0,1.0,1.0,0.0]",0,0
"[13.0,19.299999237060547,250.89999389648438,1.0,0.0,0.0,0.0]",0,0
"[62.0,79.94999694824219,4956.89990234375,1.0,1.0,0.0,0.0]",0,0
"[63.0,83.0,5229.0,1.0,0.0,0.0,0.0]",0,0
"[70.0,90.1500015258789,6310.5,0.0,1.0,1.0,0.0]",0,0
"[13.0,20.299999237060547,263.8999938964844,1.0,0.0,0.0,0.0]",0,0
"(7,[0,1,2],[64.0,20.049999237060547,1283.199951171875])",0,0
"[33.0,20.049999237060547,661.6500244140625,1.0,1.0,0.0,0.0]",0,0
"[1.0,25.350000381469727,25.350000381469727,0.0,0.0,0.0,1.0]",0,0
"[71.0,85.44999694824219,6066.9501953125,0.0,1.0,1.0,0.0]",0,0
"[6.0,19.850000381469727,119.0999984741211,1.0,1.0,1.0,0.0]",0,0
"[2.0,69.75,139.5,1.0,0.0,0.0,0.0]",1,1
"[35.0,20.5,717.5,0.0,1.0,1.0,0.0]",0,0
"[47.0,83.3499984741211,3917.449951171875,0.0,1.0,0.0,0.0]",1,0
"[46.0,30.75,1414.5,0.0,0.0,0.0,1.0]",0,0
"(7,[0,1,2],[5.0,78.75,393.75])",0,1
"[3.0,19.600000381469727,58.79999923706055,1.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[1.0,46.29999923706055,46.29999923706055])",0,0
"(7,[0,1,2],[51.0,81.1500015258789,4138.64990234375])",0,0
"[56.0,109.80000305175781,6148.7998046875,1.0,1.0,0.0,0.0]",0,0
"[52.0,63.900001525878906,3322.800048828125,0.0,0.0,0.0,1.0]",0,0
"[25.0,58.599998474121094,1465.0,1.0,1.0,1.0,1.0]",1,0
"[64.0,43.849998474121094,2806.39990234375,1.0,0.0,0.0,1.0]",0,0
"[69.0,99.5,6865.5,0.0,1.0,0.0,0.0]",0,0
"[56.0,52.0,2912.0,0.0,1.0,1.0,1.0]",0,0
"[1.0,85.0,85.0,1.0,0.0,0.0,0.0]",1,1
"[5.0,28.450000762939453,142.25,1.0,0.0,0.0,1.0]",1,0
"[62.0,94.94999694824219,5886.89990234375,0.0,1.0,1.0,0.0]",0,0
"[69.0,95.19999694824219,6568.7998046875,0.0,1.0,1.0,0.0]",0,0
"[65.0,89.8499984741211,5840.25,1.0,0.0,0.0,0.0]",0,0
"[71.0,76.9000015258789,5459.89990234375,0.0,0.0,1.0,0.0]",0,0
"(7,[0,1,2],[1.0,19.950000762939453,19.950000762939453])",0,0
"[72.0,109.6500015258789,7894.7998046875,0.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[3.0,49.900001525878906,149.6999969482422])",1,0
"[1.0,29.950000762939453,29.950000762939453,1.0,0.0,0.0,1.0]",1,1
"[49.0,59.599998474121094,2920.39990234375,0.0,1.0,1.0,0.0]",0,0
"[49.0,94.80000305175781,4645.2001953125,0.0,1.0,0.0,0.0]",0,0
"[67.0,69.3499984741211,4646.4501953125,0.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[65.0,110.0,7150.0])",0,0
"(7,[0,1,2],[10.0,74.1500015258789,741.5])",1,1
"[71.0,87.25,6194.75,1.0,1.0,1.0,0.0]",0,0
"[68.0,89.05000305175781,6055.39990234375,1.0,1.0,1.0,0.0]",0,0
"[46.0,65.6500015258789,3019.89990234375,0.0,1.0,0.0,0.0]",0,0
"[72.0,73.0,5256.0,1.0,0.0,0.0,0.0]",0,0
"[34.0,97.6500015258789,3320.10009765625,1.0,1.0,0.0,0.0]",1,0
"[48.0,107.4000015258789,5155.2001953125,1.0,0.0,0.0,0.0]",1,0
"[43.0,55.54999923706055,2388.64990234375,1.0,1.0,0.0,1.0]",1,0
"[23.0,20.75,477.25,0.0,1.0,0.0,0.0]",0,0
"[10.0,53.70000076293945,537.0,0.0,1.0,1.0,1.0]",0,0
"[9.0,68.94999694824219,620.5499877929688,0.0,1.0,0.0,0.0]",0,1
"[31.0,20.950000762939453,649.4500122070312,1.0,0.0,0.0,0.0]",0,0
"(7,[0,1,2],[1.0,69.3499984741211,69.3499984741211])",1,1
"[71.0,87.94999694824219,6244.4501953125,1.0,1.0,0.0,0.0]",0,0
"[71.0,100.5,7135.5,1.0,1.0,1.0,0.0]",0,0
"[47.0,99.3499984741211,4669.4501953125,0.0,1.0,1.0,0.0]",1,0
"[1.0,20.200000762939453,20.200000762939453,0.0,1.0,1.0,0.0]",0,0
"[4.0,20.149999618530273,80.5999984741211,1.0,1.0,0.0,0.0]",0,0
"[23.0,54.25,1247.75,1.0,1.0,0.0,0.0]",0,0
"[12.0,20.5,246.0,0.0,1.0,1.0,0.0]",0,0
"[31.0,90.69999694824219,2811.699951171875,1.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[6.0,20.649999618530273,123.9000015258789])",0,0
"(7,[0,1,2],[3.0,105.0,315.0])",1,1
"[55.0,58.599998474121094,3223.0,0.0,1.0,0.0,0.0]",0,0
"[13.0,66.4000015258789,863.2000122070312,0.0,0.0,1.0,0.0]",0,0
"[2.0,45.400001525878906,90.80000305175781,1.0,0.0,0.0,0.0]",0,0
"[16.0,38.900001525878906,622.4000244140625,1.0,0.0,0.0,1.0]",0,0
"(7,[0,1,2],[33.0,79.0,2607.0])",0,0
"[23.0,57.75,1328.25,1.0,1.0,1.0,0.0]",0,0
"[13.0,30.850000381469727,401.04998779296875,1.0,0.0,0.0,1.0]",0,0
"[9.0,21.25,191.25,0.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[33.0,24.899999618530273,821.7000122070312])",0,0
"[15.0,94.6500015258789,1419.75,1.0,1.0,0.0,0.0]",0,1
"[27.0,56.20000076293945,1517.4000244140625,0.0,0.0,1.0,0.0]",0,0
"[72.0,20.350000381469727,1465.199951171875,0.0,1.0,1.0,0.0]",0,0
"[70.0,76.94999694824219,5386.5,0.0,1.0,0.0,0.0]",0,0
"[6.0,55.0,330.0,1.0,0.0,0.0,0.0]",0,0
"(7,[0,1,2],[72.0,109.19999694824219,7862.39990234375])",0,0
"[61.0,25.0,1525.0,0.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[14.0,100.55000305175781,1407.699951171875])",1,1
"[65.0,104.30000305175781,6779.5,1.0,1.0,1.0,0.0]",0,0
"[45.0,20.850000381469727,938.25,1.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[24.0,60.45000076293945,1450.800048828125])",0,0
"[4.0,83.25,333.0,1.0,1.0,0.0,0.0]",0,1
"[30.0,85.3499984741211,2560.5,1.0,0.0,0.0,0.0]",1,0
"[5.0,30.5,152.5,1.0,1.0,1.0,1.0]",0,0
"[53.0,103.8499984741211,5504.0498046875,0.0,1.0,0.0,0.0]",1,0
"[67.0,26.299999237060547,1762.0999755859375,0.0,1.0,1.0,0.0]",0,0
"[1.0,70.30000305175781,70.30000305175781,1.0,0.0,0.0,0.0]",1,1
"[42.0,104.75,4399.5,1.0,0.0,0.0,0.0]",1,0
"[43.0,51.25,2203.75,1.0,1.0,1.0,1.0]",0,0
"(7,[0,1,2],[20.0,98.55000305175781,1971.0])",1,1
"[11.0,102.0,1122.0,1.0,1.0,0.0,0.0]",1,1
"[1.0,50.54999923706055,50.54999923706055,1.0,0.0,0.0,0.0]",1,0
"[14.0,91.6500015258789,1283.0999755859375,1.0,1.0,1.0,0.0]",1,1
"[70.0,86.44999694824219,6051.5,1.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[11.0,20.399999618530273,224.39999389648438])",0,0
"[5.0,70.05000305175781,350.25,1.0,1.0,0.0,0.0]",0,1
"[27.0,85.9000015258789,2319.300048828125,0.0,1.0,0.0,0.0]",0,0
"[14.0,81.94999694824219,1147.300048828125,0.0,1.0,0.0,0.0]",0,1
"[72.0,104.1500015258789,7498.7998046875,1.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[5.0,105.30000305175781,526.5])",0,1
"[63.0,80.30000305175781,5058.89990234375,1.0,0.0,0.0,0.0]",0,0
"(7,[0,1,2],[19.0,19.700000762939453,374.29998779296875])",0,0
"(7,[0,1,2],[72.0,103.6500015258789,7462.7998046875])",0,0
"[26.0,26.0,676.0,1.0,1.0,0.0,0.0]",0,0
"[24.0,74.80000305175781,1795.199951171875,0.0,1.0,1.0,0.0]",0,0
"[18.0,25.549999237060547,459.8999938964844,0.0,1.0,1.0,1.0]",0,0
"(7,[0,1,2],[62.0,90.69999694824219,5623.39990234375])",0,0
"[56.0,107.25,6006.0,0.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[2.0,44.900001525878906,89.80000305175781])",0,0
"[13.0,96.6500015258789,1256.449951171875,1.0,0.0,0.0,0.0]",1,1
"[13.0,23.899999618530273,310.70001220703125,1.0,0.0,0.0,1.0]",1,0
"[64.0,19.450000762939453,1244.800048828125,1.0,1.0,0.0,0.0]",0,0
"[1.0,19.75,19.75,0.0,0.0,1.0,0.0]",1,0
"(7,[0,1,2],[9.0,74.05000305175781,666.4500122070312])",0,1
"[64.0,58.349998474121094,3734.39990234375,1.0,1.0,0.0,0.0]",0,0
"[71.0,85.75,6088.25,1.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[50.0,90.0999984741211,4505.0])",0,0
"(7,[0,1,2],[1.0,75.75,75.75])",1,1
"[61.0,68.05000305175781,4151.0498046875,0.0,1.0,1.0,0.0]",0,0
"[65.0,84.8499984741211,5515.25,1.0,0.0,0.0,0.0]",0,0
"[59.0,89.75,5295.25,1.0,0.0,0.0,0.0]",0,0
"[56.0,21.200000762939453,1187.199951171875,0.0,0.0,1.0,0.0]",0,0
"[23.0,20.899999618530273,480.70001220703125,0.0,1.0,1.0,0.0]",0,0
"[72.0,19.700000762939453,1418.4000244140625,1.0,1.0,1.0,0.0]",0,0
"[19.0,48.95000076293945,930.0499877929688,0.0,1.0,1.0,0.0]",0,0
"[2.0,20.549999237060547,41.099998474121094,1.0,0.0,0.0,0.0]",0,0
"[46.0,80.4000015258789,3698.39990234375,0.0,1.0,0.0,0.0]",1,0
"[37.0,40.20000076293945,1487.4000244140625,0.0,1.0,1.0,1.0]",0,0
"[72.0,25.200000762939453,1814.4000244140625,1.0,1.0,1.0,0.0]",0,0
"[67.0,20.850000381469727,1396.949951171875,1.0,1.0,0.0,0.0]",0,0
"[65.0,108.6500015258789,7062.25,0.0,1.0,1.0,0.0]",1,0
"[69.0,112.55000305175781,7765.9501953125,0.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[68.0,102.0999984741211,6942.7998046875])",0,0
"[55.0,19.100000381469727,1050.5,0.0,0.0,1.0,0.0]",0,0
"[71.0,24.25,1721.75,1.0,1.0,0.0,0.0]",0,0
"[29.0,90.0999984741211,2612.89990234375,0.0,1.0,0.0,0.0]",0,0
"[2.0,20.100000381469727,40.20000076293945,1.0,1.0,0.0,0.0]",0,0
"[13.0,78.30000305175781,1017.9000244140625,0.0,0.0,1.0,0.0]",0,0
"[9.0,75.5,679.5,1.0,0.0,0.0,0.0]",0,1
"[7.0,49.650001525878906,347.54998779296875,0.0,1.0,1.0,1.0]",0,0
"(7,[0,1,2],[30.0,19.700000762939453,591.0])",0,0
"[72.0,110.9000015258789,7984.7998046875,0.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[54.0,65.30000305175781,3526.199951171875])",0,0
"[70.0,111.94999694824219,7836.5,1.0,0.0,0.0,0.0]",0,0
"[53.0,101.9000015258789,5400.7001953125,0.0,1.0,0.0,0.0]",1,0
"[62.0,20.049999237060547,1243.0999755859375,0.0,1.0,1.0,0.0]",0,0
"[1.0,45.29999923706055,45.29999923706055,1.0,0.0,0.0,0.0]",1,0
"[11.0,78.0999984741211,859.0999755859375,1.0,1.0,1.0,0.0]",0,0
"[39.0,40.599998474121094,1583.4000244140625,0.0,0.0,0.0,1.0]",0,0
"[12.0,74.1500015258789,889.7999877929688,0.0,1.0,0.0,0.0]",0,1
"[70.0,95.0,6650.0,0.0,1.0,0.0,0.0]",0,0
"[8.0,103.3499984741211,826.7999877929688,1.0,0.0,0.0,0.0]",1,1
"(7,[0,1,2],[1.0,20.049999237060547,20.049999237060547])",0,0
"[72.0,83.69999694824219,6026.39990234375,1.0,1.0,1.0,0.0]",0,0
"[71.0,47.04999923706055,3340.550048828125,1.0,1.0,0.0,1.0]",0,0
"[72.0,24.649999618530273,1774.800048828125,1.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[46.0,72.80000305175781,3348.800048828125])",0,0
"[48.0,111.44999694824219,5349.60009765625,0.0,1.0,0.0,0.0]",0,0
"[72.0,108.0999984741211,7783.2001953125,1.0,0.0,0.0,0.0]",0,0
"[40.0,71.3499984741211,2854.0,1.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[37.0,70.3499984741211,2602.949951171875])",0,0
"(7,[0,1,2],[1.0,69.94999694824219,69.94999694824219])",1,1
"[61.0,19.75,1204.75,0.0,0.0,1.0,0.0]",0,0
"[67.0,93.1500015258789,6241.0498046875,0.0,1.0,0.0,0.0]",0,0
"[58.0,71.5999984741211,4152.7998046875,0.0,1.0,1.0,0.0]",0,0
"[72.0,68.4000015258789,4924.7998046875,0.0,1.0,1.0,0.0]",0,0
"[25.0,76.1500015258789,1903.75,1.0,0.0,0.0,0.0]",0,0
"(7,[0,1,2],[70.0,114.94999694824219,8046.5])",0,0
"[1.0,74.5,74.5,0.0,1.0,1.0,0.0]",1,1
"[38.0,19.299999237060547,733.4000244140625,1.0,0.0,0.0,0.0]",0,0
"[44.0,54.29999923706055,2389.199951171875,0.0,1.0,0.0,1.0]",0,0
"[4.0,20.850000381469727,83.4000015258789,1.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[4.0,19.0,76.0])",0,0
"[18.0,99.75,1795.5,1.0,1.0,0.0,0.0]",1,1
"[1.0,25.299999237060547,25.299999237060547,0.0,0.0,1.0,1.0]",1,0
"[1.0,20.899999618530273,20.899999618530273,1.0,0.0,0.0,0.0]",0,0
"[51.0,111.5,5686.5,1.0,0.0,0.0,0.0]",0,0
"[10.0,85.5999984741211,856.0,0.0,1.0,0.0,0.0]",1,1
"[1.0,50.45000076293945,50.45000076293945,1.0,1.0,1.0,0.0]",1,0
"[1.0,45.150001525878906,45.150001525878906,1.0,0.0,0.0,0.0]",0,0
"[46.0,54.349998474121094,2500.10009765625,1.0,0.0,0.0,0.0]",1,0
"(7,[0,1,2],[18.0,93.9000015258789,1690.199951171875])",0,1
"[22.0,90.0,1980.0,1.0,0.0,0.0,0.0]",1,0
"(7,[0,1,2],[13.0,20.0,260.0])",0,0
"(7,[0,1,2],[1.0,19.649999618530273,19.649999618530273])",0,0
"(7,[0,1,2],[1.0,49.75,49.75])",0,0
"[32.0,20.5,656.0,0.0,0.0,1.0,0.0]",0,0
"[6.0,69.80000305175781,418.79998779296875,0.0,1.0,1.0,0.0]",0,0
"[39.0,45.04999923706055,1756.949951171875,0.0,0.0,1.0,1.0]",0,0
"[72.0,114.44999694824219,8240.400390625,0.0,1.0,0.0,0.0]",0,0
"[28.0,64.44999694824219,1804.5999755859375,1.0,0.0,0.0,0.0]",0,0
"[3.0,70.30000305175781,210.89999389648438,0.0,1.0,0.0,0.0]",1,1
"[2.0,30.25,60.5,1.0,1.0,1.0,1.0]",0,0
"[20.0,55.0,1100.0,0.0,0.0,0.0,1.0]",0,0
"[44.0,84.80000305175781,3731.199951171875,0.0,1.0,0.0,0.0]",0,0
"[54.0,91.30000305175781,4930.2001953125,1.0,1.0,1.0,0.0]",0,0
"[18.0,74.80000305175781,1346.4000244140625,1.0,1.0,0.0,0.0]",0,0
"[53.0,91.1500015258789,4830.9501953125,1.0,1.0,0.0,0.0]",0,0
"[18.0,49.54999923706055,891.9000244140625,0.0,1.0,0.0,0.0]",1,0
"[7.0,75.44999694824219,528.1500244140625,1.0,0.0,0.0,0.0]",1,1
"[1.0,20.899999618530273,20.899999618530273,1.0,0.0,0.0,0.0]",1,0
"(7,[0,1,2],[1.0,49.79999923706055,49.79999923706055])",0,0
"[64.0,24.049999237060547,1539.199951171875,1.0,1.0,1.0,0.0]",0,0
"[16.0,74.30000305175781,1188.800048828125,0.0,1.0,0.0,0.0]",1,0
"(7,[0,1,2],[1.0,84.6500015258789,84.6500015258789])",1,1
"(7,[0,1,2],[3.0,19.649999618530273,58.95000076293945])",0,0
"[17.0,25.149999618530273,427.54998779296875,0.0,1.0,1.0,0.0]",0,0
"[57.0,89.8499984741211,5121.4501953125,0.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[18.0,20.049999237060547,360.8999938964844])",0,0
"[46.0,110.19999694824219,5069.2001953125,1.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[3.0,76.05000305175781,228.14999389648438])",1,1
"(7,[0,1,2],[1.0,89.25,89.25])",0,1
"[1.0,29.850000381469727,29.850000381469727,1.0,1.0,0.0,1.0]",0,1
"(7,[0,1,2],[34.0,69.1500015258789,2351.10009765625])",0,0
"[1.0,75.80000305175781,75.80000305175781,1.0,0.0,0.0,0.0]",1,1
"[27.0,20.25,546.75,1.0,0.0,0.0,0.0]",0,0
"[2.0,76.4000015258789,152.8000030517578,0.0,1.0,0.0,0.0]",1,1
"[35.0,19.600000381469727,686.0,0.0,1.0,1.0,0.0]",0,0
"[71.0,19.600000381469727,1391.5999755859375,1.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[54.0,87.0999984741211,4703.39990234375])",0,0
"[49.0,51.79999923706055,2538.199951171875,0.0,1.0,1.0,1.0]",1,0
"[11.0,76.5,841.5,1.0,0.0,0.0,0.0]",1,1
"[56.0,95.6500015258789,5356.39990234375,1.0,1.0,0.0,0.0]",0,0
"[7.0,59.099998474121094,413.70001220703125,1.0,0.0,0.0,0.0]",0,0
"(7,[0,1,2],[66.0,110.9000015258789,7319.39990234375])",1,0
"[12.0,29.350000381469727,352.20001220703125,0.0,0.0,0.0,1.0]",0,0
"[46.0,100.69999694824219,4632.2001953125,0.0,1.0,1.0,0.0]",1,0
"(7,[0,1,2],[10.0,20.350000381469727,203.5])",0,0
"[58.0,61.04999923706055,3540.89990234375,1.0,1.0,0.0,0.0]",0,0
"[8.0,19.899999618530273,159.1999969482422,0.0,1.0,1.0,0.0]",0,0
"[5.0,80.1500015258789,400.75,0.0,1.0,1.0,0.0]",1,1
"(7,[0,1,2],[52.0,72.94999694824219,3793.39990234375])",0,0
"[67.0,104.0999984741211,6974.7001953125,0.0,1.0,0.0,0.0]",1,0
"[68.0,20.5,1394.0,1.0,0.0,0.0,0.0]",0,0
"[71.0,24.700000762939453,1753.699951171875,1.0,1.0,1.0,0.0]",0,0
"[59.0,41.04999923706055,2421.949951171875,0.0,1.0,0.0,1.0]",1,0
"[72.0,98.6500015258789,7102.7998046875,1.0,1.0,1.0,0.0]",0,0
"[57.0,55.0,3135.0,1.0,0.0,0.0,1.0]",0,0
"[8.0,51.04999923706055,408.3999938964844,0.0,1.0,1.0,0.0]",1,0
"[60.0,105.9000015258789,6354.0,1.0,0.0,0.0,0.0]",1,0
"[1.0,45.349998474121094,45.349998474121094,1.0,0.0,0.0,0.0]",0,0
"[34.0,40.54999923706055,1378.699951171875,0.0,1.0,1.0,1.0]",0,0
"[2.0,80.6500015258789,161.3000030517578,1.0,0.0,0.0,0.0]",1,1
"[6.0,19.700000762939453,118.19999694824219,1.0,1.0,1.0,0.0]",0,0
"[66.0,106.05000305175781,6999.2998046875,0.0,1.0,0.0,0.0]",1,0
"[72.0,95.0999984741211,6847.2001953125,1.0,1.0,1.0,0.0]",0,0
"[47.0,63.79999923706055,2998.60009765625,1.0,1.0,1.0,0.0]",0,0
"[12.0,20.100000381469727,241.1999969482422,1.0,1.0,1.0,0.0]",0,0
"[72.0,65.19999694824219,4694.39990234375,1.0,1.0,1.0,1.0]",0,0
"[5.0,24.950000762939453,124.75,0.0,1.0,0.0,1.0]",1,0
"[20.0,20.350000381469727,407.0,1.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[31.0,96.5999984741211,2994.60009765625])",0,0
"[61.0,59.79999923706055,3647.800048828125,1.0,1.0,1.0,0.0]",0,0
"[4.0,29.049999237060547,116.19999694824219,1.0,1.0,0.0,1.0]",0,1
"(7,[0,1,2],[22.0,59.0,1298.0])",1,0
"[15.0,84.30000305175781,1264.5,1.0,1.0,0.0,0.0]",1,1
